accountlogontype,accountrunlevel,certificateissuer,certificatesubject,comment,creator,description,execarguments,execprogrampath,hostname,name,signatureexists,signatureverified,virtualpath
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,RebootDialog,%systemroot%\system32\MusNotification.exe,SN0005GJL,Reboot,true,true,\Microsoft\Windows\UpdateOrchestrator\Reboot
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterDevicePeriodic24,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePeriodic24
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Keeps the search index up to date,Microsoft Corporation,,,,SN0005GJL,IndexerAutomaticMaintenance,,,\Microsoft\Windows\Shell\IndexerAutomaticMaintenance
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task updates the cached list of folders and the security permissions on any new files in a userâ€™s shared media library.,Microsoft Corporation,,,"""%ProgramFiles%\Windows Media Player\wmpnscfg.exe""",SN0005GJL,UpdateLibrary,,,\Microsoft\Windows\Windows Media Sharing\UpdateLibrary
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,StorageCardEncryption Task,,,\Microsoft\Windows\EDP\StorageCardEncryption Task
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Network information collector,Microsoft,The file is signed and the signature was verified.,,%windir%\system32\gatherNetworkInfo.vbs,SN0005GJL,GatherNetworkInfo,true,true,\Microsoft\Windows\NetTrace\GatherNetworkInfo
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Verifies AppUriHandler host registrations.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\AppHostRegistrationVerifier.exe,SN0005GJL,appuriverifierinstall,true,true,\Microsoft\Windows\ApplicationData\appuriverifierinstall
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task supports the WIM Boot by performing background actions on behalf of the OS.,Microsoft Corporation,,,,SN0005GJL,WIM-Hash-Management,,,\Microsoft\Windows\WOF\WIM-Hash-Management
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,TextServicesFramework monitor task,,,,,SN0005GJL,MsCtfMonitor,,,\Microsoft\Windows\TextServicesFramework\MsCtfMonitor
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.M.A.R.T. fault is detected.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\DFDWiz.exe,SN0005GJL,Microsoft-Windows-DiskDiagnosticResolver,true,true,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Code Signing PCA,Microsoft Corporation,Periodic scan task.,,The file is signed and the signature was verified.,Scan -ScheduleJob -ScanTrigger 55,C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1810.5-0\MpCmdRun.exe,SN0005GJL,Windows Defender Scheduled Scan,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Scheduled Scan
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%WinDir%\System32\WinBioPlugIns\FaceFodUninstaller.exe,SN0005GJL,FODCleanupTask,true,true,\Microsoft\Windows\HelloFace\FODCleanupTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Register this computer if the computer is already joined to an Active Directory domain.,,The file is signed and the signature was verified.,,%SystemRoot%\System32\dsregcmd.exe,SN0005GJL,Automatic-Device-Join,true,true,\Microsoft\Windows\Workplace Join\Automatic-Device-Join
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,EDP Inaccessible Credentials Task,,,\Microsoft\Windows\EDP\EDP Inaccessible Credentials Task
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task will automatically upload a roaming user profile's registry hive to its network location.,Microsoft Corporation,,,,SN0005GJL,HiveUploadTask,,,\Microsoft\Windows\User Profile Service\HiveUploadTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Background task for performing per user and web interactions,Microsoft Corporation,The file is signed and the signature was verified.,wwan,%SystemRoot%\System32\WiFiTask.exe,SN0005GJL,NotificationTask,true,true,\Microsoft\Windows\WwanSvc\NotificationTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Windows Store legacy license migration task,Microsoft Corporation,The file is signed and the signature was verified.,-p -s -o,%SystemRoot%\system32\ClipUp.exe,SN0005GJL,License Validation,true,true,\Microsoft\Windows\Clip\License Validation
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,System Sounds User Mode Agent,,,,,SN0005GJL,SystemSoundsService,,,\Microsoft\Windows\Multimedia\SystemSoundsService
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Reserved Priority static db sync maintenance task,Microsoft Corporation,,,,SN0005GJL,ResPriStaticDbSync,,,\Microsoft\Windows\Sysmain\ResPriStaticDbSync
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task synchronizes cryptographic policy.,Microsoft Corporation,,,,SN0005GJL,CryptoPolicyTask,,,\Microsoft\Windows\CertificateServicesClient\CryptoPolicyTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,,Avast Emergency Update,The file is signed and the signature was verified.,,C:\Program Files\AVAST Software\Avast\AvEmUpdate.exe,SN0005GJL,Avast Emergency Update,true,true,\Avast Emergency Update
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,ScanForUpdatesAsUser,,,\Microsoft\Windows\InstallService\ScanForUpdatesAsUser
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterDeviceLocationRightsChange,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceLocationRightsChange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,.NET Framework NGEN v4.0.30319 64 Critical,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,StartInstall,%systemroot%\system32\usoclient.exe,SN0005GJL,Maintenance Install,true,true,\Microsoft\Windows\UpdateOrchestrator\Maintenance Install
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Verifies AppUriHandler host registrations.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\AppHostRegistrationVerifier.exe,SN0005GJL,appuriverifierdaily,true,true,\Microsoft\Windows\ApplicationData\appuriverifierdaily
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Update SIUF strings,Microsoft Windows Feedback,The file is signed and the signature was verified.,utcwnf,%windir%\system32\dmclient.exe,SN0005GJL,DmClientOnScenarioDownload,true,true,\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Validates the Windows Recovery Environment.,Microsoft Corporation,,,,SN0005GJL,VerifyWinRE,,,\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,EDP Auth Task,,,\Microsoft\Windows\EDP\EDP Auth Task
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%windir%\system32\dxgiadaptercache.exe,SN0005GJL,DXGIAdapterCache,true,true,\Microsoft\Windows\DirectX\DXGIAdapterCache
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterDevicePolicyChange,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePolicyChange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Update SIUF strings,Microsoft Windows Feedback,The file is signed and the signature was verified.,,%windir%\system32\dmclient.exe,SN0005GJL,DmClient,true,true,\Microsoft\Windows\Feedback\Siuf\DmClient
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,%windir% /sysrepair,%windir%\system32\bcdboot.exe,SN0005GJL,SyspartRepair,true,true,\Microsoft\Windows\Chkdsk\SyspartRepair
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Synchronizes the File Classification Infrastructure taxonomy on the computer with the resource property definitions stored in Active Directory Domain Services.,Microsoft Corporation,,,,SN0005GJL,Property Definition Sync,,,\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Hybrid Drive cache prepopulation task,Microsoft Corporation,,,,SN0005GJL,HybridDriveCachePrepopulate,,,\Microsoft\Windows\Sysmain\HybridDriveCachePrepopulate
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,WakeUpAndContinueUpdates,,,\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,WakeUpAndScanForUpdates,,,\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,CreateObjectTask,,,\Microsoft\Windows\CloudExperienceHost\CreateObjectTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Code Signing PCA,Microsoft Corporation,Periodic cleanup task.,,The file is signed and the signature was verified.,-IdleTask -TaskName WdCleanup,C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1810.5-0\MpCmdRun.exe,SN0005GJL,Windows Defender Cleanup,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Cleanup
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task applies color calibration settings.,Microsoft Corporation,,,,SN0005GJL,Calibration Loader,,,\Microsoft\Windows\WindowsColorSystem\Calibration Loader
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Protects user files from accidental loss by copying them to a backup location when the system is unattended,Microsoft Corporation,,,,SN0005GJL,File History (maintenance mode),,,\Microsoft\Windows\FileHistory\File History (maintenance mode)
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%windir%\System32\UNP\UpdateNotificationMgr.exe,SN0005GJL,RunUpdateNotificationMgr,true,true,\Microsoft\Windows\UNP\RunUpdateNotificationMgr
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,IntegrityCheck,,,\Microsoft\Windows\DeviceDirectoryClient\IntegrityCheck
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,.NET Framework NGEN v4.0.30319 Critical,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,LocateCommandUserSession,,,\Microsoft\Windows\DeviceDirectoryClient\LocateCommandUserSession
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%windir%\system32\devicecensus.exe,SN0005GJL,Device,true,true,\Microsoft\Windows\Device Information\Device
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Inspects the AppID certificate cache for invalid or revoked certificates.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidcertstorecheck.exe,SN0005GJL,VerifiedPublisherCertStoreCheck,true,true,\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,,,,,,SN0005GJL,StorageSense,,,\Microsoft\Windows\DiskFootprint\StorageSense
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task initiates maintenance work required for on-going good performance of data synchronization of Work Folders partnerships.,Microsoft Corporation,,,,SN0005GJL,Work Folders Maintenance Work,,,\Microsoft\Windows\Work Folders\Work Folders Maintenance Work
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task analyzes the system looking for conditions that may cause high energy use.,Microsoft Corporation,,,,SN0005GJL,AnalyzeSystem,,,\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Background task for performing per user and web interactions,Microsoft Corporation,The file is signed and the signature was verified.,,%SystemRoot%\System32\WiFiTask.exe,SN0005GJL,WiFiTask,true,true,\Microsoft\Windows\WCM\WiFiTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Helps recover update-related services to the supported configuration.,Microsoft Corporation,,,,SN0005GJL,PerformRemediation,,,\Microsoft\Windows\WaaSMedic\PerformRemediation
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Location Notification,,The file is signed and the signature was verified.,,%windir%\System32\LocationNotificationWindows.exe,SN0005GJL,Notifications,true,true,\Microsoft\Windows\Location\Notifications
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task enrolls a certificate for Attestation Identity Key.,Microsoft Corporation,,,,SN0005GJL,AikCertEnrollTask,,,\Microsoft\Windows\CertificateServicesClient\AikCertEnrollTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.,Microsoft Corporation,The file is signed and the signature was verified.,-c -h -g -# -m 8 -i 13500,%windir%\system32\defrag.exe,SN0005GJL,Storage Tiers Optimization,true,true,\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,ScanForUpdates,,,\Microsoft\Windows\InstallService\ScanForUpdates
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,.NET Framework NGEN v4.0.30319,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Generalize driver state in order to prepare the system to be bootable on any hardware configuration.,Microsoft Corporation,The file is signed and the signature was verified.,6,%SystemRoot%\System32\drvinst.exe,SN0005GJL,Sysprep Generalize Drivers,true,true,\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Schedules a memory diagnostic in response to system events.,Microsoft Corporation,,,,SN0005GJL,ProcessMemoryDiagnosticEvents,,,\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.,Microsoft Corporation,,,,SN0005GJL,Tpm-Maintenance,,,\Microsoft\Windows\TPM\Tpm-Maintenance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterDeviceAccountChange,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceAccountChange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,-z,%windir%\system32\disksnapshot.exe,SN0005GJL,Diagnostics,true,true,\Microsoft\Windows\DiskFootprint\Diagnostics
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,NetworkStateChangeTask,,,\Microsoft\Windows\SettingSync\NetworkStateChangeTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.,Microsoft Corporation,,,,SN0005GJL,MobilityManager,,,\Microsoft\Windows\Ras\MobilityManager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,HandleCommand,,,\Microsoft\Windows\DeviceDirectoryClient\HandleCommand
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance.,Microsoft Corporation,,,,SN0005GJL,Scheduled,,,\Microsoft\Windows\Diagnosis\Scheduled
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,EDP App Launch Task,,,\Microsoft\Windows\EDP\EDP App Launch Task
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task creates regular system protection points.,Microsoft Corporation,The file is signed and the signature was verified.,ExecuteScheduledSPPCreation,%windir%\system32\srtasks.exe,SN0005GJL,SR,true,true,\Microsoft\Windows\SystemRestore\SR
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task shows various Map related toasts,Microsoft Corporation,,,,SN0005GJL,MapsToastTask,,,\Microsoft\Windows\Maps\MapsToastTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,HandleWnsCommand,,,\Microsoft\Windows\DeviceDirectoryClient\HandleWnsCommand
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Device Installation Group Policy Change Handler,Microsoft Corporation,,,,SN0005GJL,Device Install Group Policy,,,\Microsoft\Windows\Plug and Play\Device Install Group Policy
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,SN0005GJL,RegisterUserDevice,,,\Microsoft\Windows\DeviceDirectoryClient\RegisterUserDevice
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Exchanges temporary preinstalled licenses for Windows Store licenses.,Microsoft Corporation,,,,SN0005GJL,TempSignedLicenseExchange,,,\Microsoft\Windows\License Manager\TempSignedLicenseExchange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Converts the software restriction policies policy from XML into binary format.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidpolicyconverter.exe,SN0005GJL,PolicyConverter,true,true,\Microsoft\Windows\AppID\PolicyConverter
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Susbscription license acquisition,Microsoft Corporation,The file is signed and the signature was verified.,,%SystemRoot%\system32\ClipRenew.exe,SN0005GJL,LicenseAcquisition,true,true,\Microsoft\Windows\Subscription\LicenseAcquisition
